,TP,TN,FP,FN,ACC,TPR,FPR
38,2627,3391,3384,2812,0.49271327984280333,0.48299319727891155,0.4994833948339483
39,2746,3424,3259,2785,0.5051580153921729,0.49647441692279876,0.487655244650606
40,2723,3434,3376,2681,0.5040936630096611,0.5038860103626943,0.4957415565345081
41,2662,3366,3468,2718,0.49353201244473555,0.49479553903345724,0.5074626865671642
42,2648,3289,3519,2758,0.48608154576715246,0.48982611912689605,0.5168918918918919
43,2708,3355,3398,2753,0.4963975765514983,0.4958798754806812,0.503183770176218
44,2672,3483,3309,2750,0.5039299164892747,0.49280708225746955,0.4871908127208481
45,2729,3349,3423,2713,0.4976256754543966,0.5014700477765527,0.5054636739515652
46,2742,3410,3367,2695,0.503684296708695,0.5043222365274967,0.4968275047956323
47,2766,3388,3310,2750,0.5038480432290814,0.5014503263234228,0.4941773663780233
48,2749,3401,3351,2713,0.5035205501883085,0.5032954961552545,0.4962973933649289
49,2721,3378,3420,2695,0.4993450139184542,0.5024002954209749,0.5030891438658429
50,2801,3392,3372,2649,0.507041100376617,0.5139449541284403,0.498521584861029
51,2751,3410,3398,2655,0.5044211560504339,0.5088790233074362,0.4991186839012926
52,2770,3415,3319,2710,0.5063861142950712,0.5054744525547445,0.49287199287199285
53,2744,3318,3449,2703,0.49631570329130503,0.5037635395630622,0.5096793261415694
54,2733,3281,3438,2762,0.49238578680203043,0.49736123748862604,0.511683286203304
55,2768,3437,3221,2788,0.5080235794989356,0.49820014398848095,0.4837789125863623
56,2675,3409,3407,2723,0.49811691501555594,0.4955539088551315,0.4998532863849765
57,2673,3377,3447,2717,0.4953332241689864,0.4959183673469388,0.5051289566236812
58,2723,3361,3391,2739,0.49811691501555594,0.4985353350421091,0.5022215639810427
59,2734,3366,3363,2751,0.49942688717864747,0.4984503190519599,0.4997770842621489
60,2712,3430,3401,2671,0.5028655641067628,0.5038082853427457,0.49787732396428047
61,2700,3472,3302,2740,0.5053217619125594,0.4963235294117647,0.48745202243873637
62,2684,3393,3372,2765,0.49754380219420336,0.4925674435676271,0.4984478935698448
63,2663,3401,3489,2661,0.4964794498116915,0.5001878287002254,0.5063860667634252
64,2745,3406,3370,2693,0.5036024234485017,0.5047811695476278,0.4973435655253837
65,2741,3335,3380,2758,0.49746192893401014,0.4984542644117112,0.5033507073715562
66,2688,3485,3346,2695,0.5054036351727526,0.49934980494148246,0.48982579417362027
67,2726,3385,3386,2717,0.5003274930407728,0.5008267499540694,0.5000738443361394
68,2794,3363,3385,2672,0.5040936630096611,0.5111598975484816,0.5016301126259632
69,2719,3430,3347,2718,0.5034386769281153,0.5000919624793084,0.4938763464659879
70,2748,3435,3346,2685,0.5062223677746848,0.5057979017117614,0.4934375460846483
71,2762,3361,3394,2697,0.5013099721630916,0.5059534713317457,0.5024426350851221
72,2754,3462,3320,2678,0.5089241853610611,0.5069955817378498,0.4895311117664406
73,2716,3402,3404,2692,0.5009006058621255,0.5022189349112426,0.5001469291801351
74,2748,3413,3348,2705,0.5044211560504339,0.5039427837887401,0.4951930187842035
75,2721,3346,3385,2762,0.49672506959227114,0.4962611708918475,0.5028970435299361
76,2746,3369,3377,2722,0.5006549860815458,0.5021945866861741,0.5005929439667951
77,2675,3421,3439,2679,0.4990993941378746,0.499626447515876,0.5013119533527697
78,2752,3384,3378,2700,0.5023743245456034,0.5047688921496698,0.49955634427684115
79,2770,3317,3422,2705,0.49836253479613557,0.5059360730593607,0.5077904733640006
80,2726,3313,3383,2792,0.49443261830686097,0.49401957230880755,0.5052270011947432
81,2725,3374,3380,2735,0.4993450139184542,0.4990842490842491,0.5004441812259401
82,2703,3439,3397,2675,0.5028655641067628,0.5026031982149498,0.49692802808660036
83,2724,3336,3430,2724,0.4961519567709186,0.5,0.5069464971918416
84,2755,3406,3344,2709,0.5044211560504339,0.5042093704245973,0.4954074074074074
85,2709,3494,3394,2617,0.5078598329785492,0.5086368757040931,0.4927409988385598
86,2619,3321,3486,2788,0.4863271655477321,0.4843721102274829,0.5121198765976201
87,2708,3504,3326,2676,0.5085966923202881,0.5029717682020802,0.4869692532942899
88,2732,3336,3355,2791,0.4968069428524644,0.4946586999818939,0.5014198176655208
89,2672,3398,3406,2738,0.4969706893728508,0.49390018484288356,0.5005878894767783
90,2679,3375,3463,2697,0.4956607172097593,0.49832589285714285,0.5064346300087745
91,2698,3277,3466,2773,0.48919272965449484,0.49314567720709196,0.5140145335903901
92,2666,3384,3425,2739,0.4953332241689864,0.49324699352451434,0.5030107211044206
93,2734,3381,3393,2706,0.5006549860815458,0.5025735294117647,0.5008857395925598
94,2723,3352,3389,2750,0.49738005567381693,0.49753334551434314,0.5027443999406617
95,2737,3266,3463,2748,0.491485180939905,0.49899726526891525,0.5146381334522218
96,2651,3378,3417,2768,0.49361388570492876,0.48920465030448423,0.502869757174393
97,2690,3342,3450,2732,0.49385950548550844,0.4961268904463298,0.5079505300353356
98,2741,3404,3298,2771,0.5031111838873424,0.4972786647314949,0.4920919128618323
99,2701,3379,3482,2652,0.49778942197478304,0.5045768727816178,0.5075061944322985
100,2776,3423,3356,2659,0.5075323399377764,0.5107635694572217,0.4950582681811477
101,2741,3358,3414,2701,0.4993450139184542,0.5036751194413819,0.5041346721795629
102,2640,3483,3394,2697,0.5013099721630916,0.4946599213041034,0.49352915515486406
103,2792,3380,3386,2656,0.5053217619125594,0.5124816446402349,0.5004433934377771
104,2694,3342,3343,2835,0.49418699852628134,0.48724905046120454,0.5000747943156321
105,2735,3347,3435,2697,0.49795316849516946,0.5034977908689249,0.5064877617222059
106,2693,3317,3462,2742,0.4920582937612576,0.49549218031278747,0.5106947927422923
107,2727,3333,3449,2705,0.4961519567709186,0.5020250368188512,0.5085520495429077
108,2677,3402,3330,2805,0.49770754871458983,0.4883254286756658,0.4946524064171123
109,2684,3374,3437,2719,0.4959882102505322,0.49676105867110865,0.5046248715313464
110,2725,3406,3382,2701,0.5019649582446373,0.502211573903428,0.4982321744254567
111,2696,3333,3450,2735,0.49361388570492876,0.49640950101270487,0.508624502432552
112,2638,3434,3443,2699,0.49713443589323725,0.4942851789394791,0.5006543550966991
113,2747,3297,3411,2759,0.4948419846078271,0.49891027969487833,0.5084973166368515
114,2750,3394,3456,2614,0.5030293106271492,0.5126771066368382,0.5045255474452555
115,2746,3371,3338,2759,0.5008187326019322,0.49881925522252496,0.49754061708153224
116,2727,3447,3339,2701,0.5054855084329458,0.5023949889462048,0.4920424403183024
117,2647,3431,3372,2764,0.4976256754543966,0.48918868970615415,0.49566367778921067
118,2678,3366,3487,2683,0.4948419846078271,0.4995336690915874,0.5088282504012841
119,2741,3356,3358,2759,0.4991812673980678,0.49836363636363634,0.5001489425081919
120,2610,3418,3430,2756,0.49353201244473555,0.4863958255683936,0.500876168224299
121,2664,3331,3429,2790,0.49083019485835927,0.4884488448844885,0.5072485207100592
122,2743,3398,3353,2720,0.5027836908465695,0.5021050704740985,0.49666716042067843
123,2698,3426,3363,2727,0.5013918454232847,0.49732718894009215,0.49536014140521434
124,2685,3450,3385,2694,0.5022924512854102,0.4991634132738427,0.4952450621799561
125,2836,3269,3395,2714,0.4998362534796136,0.510990990990991,0.509453781512605
126,2656,3522,3340,2696,0.5058130014737187,0.4962630792227205,0.48673856018653455
127,2663,3364,3452,2735,0.49345013918454234,0.4933308632826973,0.5064553990610329
128,2728,3369,3445,2672,0.4991812673980678,0.5051851851851852,0.5055767537422953
129,2732,3362,3498,2622,0.49893564761748815,0.5102726933134105,0.5099125364431487
130,2706,3347,3419,2742,0.4955788439495661,0.4966960352422907,0.5053207212533255
131,2681,3360,3429,2744,0.49459636482724745,0.4941935483870968,0.5050817498895271
132,2713,3418,3353,2730,0.5019649582446373,0.49843836119786883,0.49520011815093784
133,2690,3405,3361,2758,0.49901752087768136,0.49375917767988253,0.49674844812296776
134,2692,3351,3415,2756,0.49476011134763387,0.49412628487518356,0.504729530002956
135,2812,3425,3336,2641,0.5106435238251187,0.5156794425087108,0.49341813341221713
136,2852,3357,3340,2665,0.5083510725397086,0.5169476164582201,0.4987307749738689
137,2766,3416,3329,2703,0.5061404945144916,0.505759736697751,0.49355077835433653
